DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
TUE,CSE-34,---,X,A-LH-003,X,A-LH-003,EE,B-401,CN,B-401,DAA,B-401,SE
WED,CSE-34,B-402,EE,B-402,DAA,B-402,SE,---,X,---,X,---,X
THU,CSE-34,---,X,---,X,---,X,A-DL-101,CN,A-DL-101,DAA(L),A-DL-101,DAA(L)
FRI,CSE-34,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-34,A-LH-110,DAA,A-DL-108,CN(L),A-DL-108,CN(L),A-LH-103,SE,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-35,---,X,A-LH-003,CN,A-LH-003,SE,A-DL-001,DAA,A-DL-001,CN(L),A-DL-001,CN(L)
TUE,CSE-35,---,X,A-LH-004,X,A-LH-004,DAA,B-402,SE,B-402,EE,B-402,X
WED,CSE-35,---,X,B-403,SE,B-403,EE,---,X,---,X,---,X
THU,CSE-35,---,X,A-LH-004,SE,A-LH-004,EE,A-LH-110,DAA,A-LH-110,CN,A-LH-110,X
FRI,CSE-35,A-LH-107,CN,A-DL-108,DAA(L),A-DL-108,DAA(L),---,X,---,X,---,X
SAT,CSE-35,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-36,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-36,---,X,A-LH-005,X,A-LH-005,DAA,A-DL-101,SE,A-DL-101,CN(L),A-DL-101,CN(L)
WED,CSE-36,B-404,DAA,B-404,EE,B-404,SE,---,X,---,X,---,X
THU,CSE-36,A-LH-005,EE,A-LH-005,CN,A-LH-005,SE,---,X,---,X,---,X
FRI,CSE-36,---,X,A-LH-104,EE,A-LH-104,CN,---,X,---,X,---,X
SAT,CSE-36,A-LH-109,CN,A-DL-101,DAA(L),A-DL-101,DAA(L),B-306,DAA,B-306,SE,B-306,X
,,,,,,,,,,,,,
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
TUE,CSE-37,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-37,B-405,CN,B-405,SE,B-405,EE,---,X,---,X,---,X
THU,CSE-37,---,X,B-406,X,B-406,CN,B-406,EE,B-406,DAA,B-406,SE
FRI,CSE-37,A-LH-202,EE,A-DL-101,CN(L),A-DL-101,CN(L),---,X,---,X,---,X
SAT,CSE-37,---,X,B-401,X,B-401,DAA,B-401,SE,B-401,CN,B-401,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-38,---,X,A-LH-004,X,A-LH-004,CN,B-403,DAA,B-403,EE,B-403,X
TUE,CSE-38,---,X,A-LH-009,SE,A-LH-009,EE,A-DL-106,CN,A-DL-106,DAA(L),A-DL-106,DAA(L)
WED,CSE-38,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-38,A-LH-010,SE,A-DL-108,CN(L),A-DL-108,CN(L),B-404,EE,B-404,DAA,B-404,X
FRI,CSE-38,---,X,B-404,X,B-404,SE,---,X,---,X,---,X
SAT,CSE-38,---,X,A-LH-005,DAA,A-LH-005,SE,A-LH-005,CN,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-39,B-401,SE,WL-104,CN(L),WL-104,CN(L),A-LH-110,EE,---,X,---,X
TUE,CSE-39,---,X,A-LH-010,X,A-LH-010,CN,B-403,DAA,B-403,SE,B-403,EE
WED,CSE-39,B-406,DAA,B-406,EE,B-406,SE,---,X,---,X,---,X
THU,CSE-39,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-39,A-LH-203,CN,A-DL-106,DAA(L),A-DL-106,DAA(L),---,X,---,X,---,X
SAT,CSE-39,---,X,B-203,X,B-203,DAA,B-203,SE,B-203,CN,B-203,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-40,---,X,A-LH-005,X,A-LH-005,EE,B-404,CN,B-404,SE,B-404,X
TUE,CSE-40,---,X,---,X,---,X,B-404,DAA,B-404,EE,B-404,SE
WED,CSE-40,A-LH-003,CN,A-LH-003,SE,A-LH-003,EE,---,X,---,X,---,X
THU,CSE-40,A-LH-202,DAA,A-DL-101,DAA(L),A-DL-101,DAA(L),B-405,CN,B-405,SE,B-405,X
FRI,CSE-40,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-40,---,X,---,X,---,X,A-DL-108,DAA,A-DL-108,CN(L),A-DL-108,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-41,A-DL-001,DAA,A-DL-001,CN(L),A-DL-001,CN(L),B-405,EE,B-405,SE,B-405,CN
TUE,CSE-41,A-LH-202,SE,A-LH-202,CN,A-LH-202,EE,A-LH-105,DAA,---,X,---,X
WED,CSE-41,A-LH-204,DAA,---,X,---,X,---,X,---,X,---,X
THU,CSE-41,---,X,---,X,---,X,B-403,CN,B-403,SE,B-403,EE
FRI,CSE-41,A-LH-009,SE,WL-103,DAA(L),WL-103,DAA(L),---,X,---,X,---,X
SAT,CSE-41,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-42,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-42,---,X,A-LH-105,X,A-LH-105,CN,B-405,SE,B-405,DAA,B-405,EE
WED,CSE-42,A-LH-004,EE,A-LH-004,CN,A-LH-004,SE,---,X,---,X,---,X
THU,CSE-42,A-LH-105,DAA,A-DL-106,CN(L),A-DL-106,CN(L),A-LH-003,SE,A-LH-003,EE,A-LH-003,X
FRI,CSE-42,---,X,A-LH-107,DAA,A-LH-107,SE,---,X,---,X,---,X
SAT,CSE-42,---,X,---,X,---,X,A-DL-101,CN,A-DL-101,DAA(L),A-DL-101,DAA(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-43,---,X,A-LH-009,SE,A-LH-009,EE,A-DL-006,CN,A-DL-006,DAA(L),A-DL-006,DAA(L)
TUE,CSE-43,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-43,A-LH-005,EE,A-LH-005,DAA,A-LH-005,SE,---,X,---,X,---,X
THU,CSE-43,---,X,A-LH-010,DAA,A-LH-010,EE,A-LH-004,SE,A-LH-004,CN,A-LH-004,X
FRI,CSE-43,A-LH-104,DAA,WL-104,CN(L),WL-104,CN(L),---,X,---,X,---,X
SAT,CSE-43,---,X,A-LH-206,X,A-LH-206,CN,A-LH-206,SE,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-44,---,X,A-LH-010,X,A-LH-010,SE,B-406,DAA,B-406,CN,B-406,EE
TUE,CSE-44,A-LH-009,CN,A-DL-101,DAA(L),A-DL-101,DAA(L),B-406,SE,B-406,EE,B-406,X
WED,CSE-44,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-44,---,X,A-LH-104,EE,A-LH-104,DAA,A-DL-106,SE,A-DL-106,CN(L),A-DL-106,CN(L)
FRI,CSE-44,A-LH-109,DAA,A-LH-109,SE,A-LH-109,CN,---,X,---,X,---,X
SAT,CSE-44,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-45,A-LH-003,EE,A-DL-006,CN(L),A-DL-006,CN(L),A-LH-003,DAA,A-LH-003,CN,A-LH-003,X
TUE,CSE-45,---,X,A-LH-107,CN,A-LH-107,EE,A-LH-003,DAA,A-LH-003,SE,A-LH-003,X
WED,CSE-45,A-LH-009,DAA,A-LH-009,EE,A-LH-009,SE,---,X,---,X,---,X
THU,CSE-45,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-45,A-DL-001,SE,A-DL-001,DAA(L),A-DL-001,DAA(L),---,X,---,X,---,X
SAT,CSE-45,---,X,---,X,---,X,B-404,CN,B-404,SE,B-404,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-46,---,X,A-LH-104,DAA,A-LH-104,EE,---,X,---,X,---,X
TUE,CSE-46,A-LH-109,CN,A-LH-109,EE,A-LH-109,SE,---,X,---,X,---,X
WED,CSE-46,A-LH-010,DAA,A-LH-010,EE,A-LH-010,SE,---,X,---,X,---,X
THU,CSE-46,B-401,CN,WL-103,DAA(L),WL-103,DAA(L),A-LH-202,SE,---,X,---,X
FRI,CSE-46,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-46,---,X,A-LH-105,CN,A-LH-105,SE,A-DL-106,DAA,A-DL-106,CN(L),A-DL-106,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-47,A-LH-105,CN,A-LH-105,SE,A-LH-105,X,---,X,---,X,---,X
TUE,CSE-47,A-LH-010,CN,A-DL-106,DAA(L),A-DL-106,DAA(L),A-LH-004,EE,A-LH-004,SE,A-LH-004,X
WED,CSE-47,A-LH-104,DAA,A-LH-104,CN,A-LH-104,SE,---,X,---,X,---,X
THU,CSE-47,---,X,A-LH-105,EE,A-LH-105,SE,WL-103,DAA,WL-103,CN(L),WL-103,CN(L)
FRI,CSE-47,---,X,A-LH-110,DAA,A-LH-110,EE,---,X,---,X,---,X
SAT,CSE-47,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-48,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-48,B-304,DAA,WL-103,CN(L),WL-103,CN(L),A-LH-005,SE,A-LH-005,EE,A-LH-005,X
WED,CSE-48,A-LH-105,SE,A-LH-105,CN,A-LH-105,DAA,---,X,---,X,---,X
THU,CSE-48,---,X,A-LH-107,SE,A-LH-107,EE,A-LH-107,CN,---,X,---,X
FRI,CSE-48,A-LH-206,EE,A-LH-206,DAA,A-LH-206,X,---,X,---,X,---,X
SAT,CSE-48,A-LH-107,SE,A-DL-106,DAA(L),A-DL-106,DAA(L),A-LH-205,CN,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-49,---,X,A-LH-107,X,A-LH-107,EE,A-LH-004,SE,A-LH-004,DAA,A-LH-004,CN
TUE,CSE-49,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-49,A-LH-107,DAA,A-LH-107,CN,A-LH-107,SE,---,X,---,X,---,X
THU,CSE-49,B-402,CN,WL-104,DAA(L),WL-104,DAA(L),A-LH-005,SE,A-LH-005,DAA,A-LH-005,EE
FRI,CSE-49,---,X,A-LH-207,X,A-LH-207,EE,---,X,---,X,---,X
SAT,CSE-49,---,X,---,X,---,X,WL-103,SE,WL-103,CN(L),WL-103,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-50,A-LH-109,EE,A-LH-109,DAA,A-LH-109,SE,---,X,---,X,---,X
TUE,CSE-50,B-305,CN,WL-104,DAA(L),WL-104,DAA(L),A-LH-205,SE,---,X,---,X
WED,CSE-50,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-50,---,X,B-402,X,B-402,EE,WL-104,DAA,WL-104,CN(L),WL-104,CN(L)
FRI,CSE-50,A-LH-103,SE,A-LH-103,CN,A-LH-103,EE,---,X,---,X,---,X
SAT,CSE-50,---,X,A-LH-202,X,A-LH-202,CN,A-LH-109,SE,A-LH-109,DAA,A-LH-109,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-51,---,X,A-LH-110,EE,A-LH-110,DAA,A-LH-005,CN,A-LH-005,SE,A-LH-005,X
TUE,CSE-51,---,X,A-LH-110,DAA,A-LH-110,SE,A-LH-204,EE,---,X,---,X
WED,CSE-51,A-LH-109,CN,A-LH-109,SE,A-LH-109,EE,---,X,---,X,---,X
THU,CSE-51,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-51,---,X,A-DL-006,DAA(L),A-DL-006,DAA(L),---,X,---,X,---,X
SAT,CSE-51,---,X,A-LH-109,SE,A-LH-109,CN,WL-104,DAA,WL-104,CN(L),WL-104,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-52,---,X,A-LH-206,X,A-LH-206,CN,A-LH-009,DAA,A-LH-009,SE,A-LH-009,EE
TUE,CSE-52,A-LH-206,DAA,A-LH-206,EE,A-LH-206,SE,---,X,---,X,---,X
WED,CSE-52,A-LH-110,EE,A-LH-110,SE,A-LH-110,CN,---,X,---,X,---,X
THU,CSE-52,B-403,CN,A-DL-001,DAA(L),A-DL-001,DAA(L),---,X,---,X,---,X
FRI,CSE-52,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-52,B-305,DAA,WL-103,CN(L),WL-103,CN(L),A-LH-204,SE,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-53,---,X,---,X,---,X,A-LH-010,EE,A-LH-010,CN,A-LH-010,SE
TUE,CSE-53,A-LH-104,CN,A-DL-001,DAA(L),A-DL-001,DAA(L),A-LH-009,DAA,A-LH-009,SE,A-LH-009,X
WED,CSE-53,---,X,A-LH-206,X,A-LH-206,EE,---,X,---,X,---,X
THU,CSE-53,A-LH-110,SE,A-LH-110,CN,A-LH-110,DAA,A-DL-001,EE,A-DL-001,CN(L),A-DL-001,CN(L)
FRI,CSE-53,---,X,A-LH-201,SE,A-LH-201,DAA,---,X,---,X,---,X
SAT,CSE-53,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-54,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-54,---,X,A-LH-207,EE,A-LH-207,SE,WL-103,DAA,WL-103,CN(L),WL-103,CN(L)
WED,CSE-54,A-LH-207,EE,A-LH-207,SE,A-LH-207,DAA,---,X,---,X,---,X
THU,CSE-54,---,X,A-LH-206,EE,A-LH-206,DAA,A-LH-009,SE,A-LH-009,CN,A-LH-009,X
FRI,CSE-54,---,X,A-LH-202,X,A-LH-202,CN,---,X,---,X,---,X
SAT,CSE-54,B-306,CN,WL-104,DAA(L),WL-104,DAA(L),B-206,SE,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-55,A-LH-207,EE,A-LH-207,SE,A-LH-207,DAA,A-LH-207,CN,---,X,---,X
TUE,CSE-55,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-55,---,X,A-LH-103,SE,A-LH-103,X,---,X,---,X,---,X
THU,CSE-55,A-LH-004,CN,A-DL-006,DAA(L),A-DL-006,DAA(L),A-LH-010,DAA,A-LH-010,SE,A-LH-010,EE
FRI,CSE-55,---,X,A-LH-203,CN,A-LH-203,EE,---,X,---,X,---,X
SAT,CSE-55,---,X,A-LH-110,X,A-LH-110,SE,A-DL-001,DAA,A-DL-001,CN(L),A-DL-001,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,IT-1,C-LH-403,SE,C-WL-302,DAA(L),C-WL-302,DAA(L),C-LH-203,CN,---,X,---,X
TUE,IT-1,---,X,C-LH-201,DAA,C-LH-201,CN,C-WL-103,EOD,C-WL-103,CN(L),C-WL-103,CN(L)
WED,IT-1,---,X,---,X,---,X,---,X,---,X,---,X
THU,IT-1,---,X,C-LH-201,X,C-LH-201,CN,C-LH-201,DAA,C-LH-201,EOD,C-LH-201,SE
FRI,IT-1,C-LH-405,DAA,C-LH-405,SE,C-LH-405,EOD,---,X,---,X,---,X
SAT,IT-1,---,X,C-LH-405,X,C-LH-405,SE,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,IT-2,C-LH-404,CN,C-LH-404,SE,C-LH-404,EOD,C-LH-301,DAA,---,X,---,X
TUE,IT-2,C-LH-405,CN,C-WL-202,DAA(L),C-WL-202,DAA(L),---,X,---,X,---,X
WED,IT-2,C-LH-405,SE,C-LH-405,EOD,C-LH-405,DAA,---,X,---,X,---,X
THU,IT-2,---,X,---,X,---,X,---,X,---,X,---,X
FRI,IT-2,C-LH-201,DAA,C-LH-201,EOD,C-LH-201,SE,---,X,---,X,---,X
SAT,IT-2,---,X,C-LH-201,X,C-LH-201,SE,C-WL-102,CN,C-WL-102,CN(L),C-WL-102,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,IT-3,---,X,C-LH-403,EOD,C-LH-403,DAA,C-WL-202,SE,C-WL-202,CN(L),C-WL-202,CN(L)
TUE,IT-3,C-LH-403,EOD,C-LH-403,DAA,C-LH-403,CN,---,X,---,X,---,X
WED,IT-3,C-LH-202,SE,C-WL-102,DAA(L),C-WL-102,DAA(L),---,X,---,X,---,X
THU,IT-3,C-LH-403,SE,C-LH-403,EOD,C-LH-403,DAA,C-LH-202,CN,---,X,---,X
FRI,IT-3,---,X,---,X,---,X,---,X,---,X,---,X
SAT,IT-3,---,X,C-LH-409,X,C-LH-409,CN,C-LH-409,SE,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,IT-4,---,X,---,X,---,X,C-LH-403,DAA,C-LH-403,SE,C-LH-403,EOD
TUE,IT-4,C-LH-404,DAA,C-LH-404,EOD,C-LH-404,CN,C-WL-101,SE,C-WL-101,CN(L),C-WL-101,CN(L)
WED,IT-4,C-LH-403,CN,C-LH-403,DAA,C-LH-403,X,---,X,---,X,---,X
THU,IT-4,C-LH-404,EOD,C-WL-202,DAA(L),C-WL-202,DAA(L),C-LH-403,CN,C-LH-403,SE,C-LH-403,X
FRI,IT-4,C-LH-202,SE,---,X,---,X,---,X,---,X,---,X
SAT,IT-4,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,IT-5,---,X,---,X,---,X,---,X,---,X,---,X
TUE,IT-5,---,X,C-LH-405,X,C-LH-405,SE,C-LH-403,CN,C-LH-403,EOD,C-LH-403,DAA
WED,IT-5,C-LH-404,DAA,C-LH-404,CN,C-LH-404,SE,---,X,---,X,---,X
THU,IT-5,---,X,C-LH-203,X,C-LH-203,EOD,C-LH-203,SE,---,X,---,X
FRI,IT-5,C-LH-203,EOD,C-WL-202,DAA(L),C-WL-202,DAA(L),---,X,---,X,---,X
SAT,IT-5,---,X,C-LH-404,SE,C-LH-404,DAA,C-WL-101,CN,C-WL-101,CN(L),C-WL-101,CN(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSCE-1,---,X,C-WL-301,DAA(L),C-WL-301,DAA(L),C-LH-404,SE,C-LH-404,IEC,C-LH-404,DAA
TUE,CSCE-1,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSCE-1,C-LH-301,SE,C-WL-103,CN(L),C-WL-103,CN(L),---,X,---,X,---,X
THU,CSCE-1,---,X,C-LH-405,SE,C-LH-405,CN,C-LH-404,DAA,C-LH-404,IEC,C-LH-404,X
FRI,CSCE-1,C-LH-403,CN,C-LH-403,IEC,C-LH-403,X,---,X,---,X,---,X
SAT,CSCE-1,---,X,---,X,---,X,C-LH-403,DAA,C-LH-403,CN,C-LH-403,SE
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSCE-2,---,X,---,X,---,X,C-LH-405,CN,C-LH-405,SE,C-LH-405,IEC
TUE,CSCE-2,---,X,C-WL-101,DAA(L),C-WL-101,DAA(L),C-LH-404,DAA,C-LH-404,SE,C-LH-404,IEC
WED,CSCE-2,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSCE-2,C-LH-405,CN,C-WL-301,CN(L),C-WL-301,CN(L),C-LH-405,SE,C-LH-405,DAA,C-LH-405,X
FRI,CSCE-2,C-LH-404,IEC,C-LH-404,DAA,C-LH-404,CN,---,X,---,X,---,X
SAT,CSCE-2,---,X,C-LH-403,SE,C-LH-403,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSCE-3,C-LH-405,DAA,C-LH-405,SE,C-LH-405,IEC,C-WL-301,CN,C-WL-301,DAA(L),C-WL-301,DAA(L)
TUE,CSCE-3,---,X,C-LH-202,X,C-LH-202,CN,C-LH-405,DAA,C-LH-405,IEC,C-LH-405,X
WED,CSCE-3,C-LH-201,IEC,C-LH-201,DAA,C-LH-201,SE,---,X,---,X,---,X
THU,CSCE-3,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSCE-3,---,X,C-LH-202,X,C-LH-202,SE,---,X,---,X,---,X
SAT,CSCE-3,C-LH-404,CN,C-WL-101,CN(L),C-WL-101,CN(L),C-LH-202,SE,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSSE-1,---,X,C-LH-201,SE,C-LH-201,DAA,C-WL-302,IEC,C-WL-302,DAA(L),C-WL-302,DAA(L)
TUE,CSSE-1,C-LH-203,CN,C-LH-203,DAA,C-LH-203,IEC,C-WL-202,SE,C-WL-202,CN(L),C-WL-202,CN(L)
WED,CSSE-1,---,X,C-LH-202,DAA,C-LH-202,X,---,X,---,X,---,X
THU,CSSE-1,---,X,C-LH-202,IEC,C-LH-202,SE,C-LH-301,CN,---,X,---,X
FRI,CSSE-1,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSSE-1,C-LH-202,CN,C-LH-202,SE,C-LH-202,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM3,10-11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSSE-2,---,X,C-LH-202,IEC,C-LH-202,CN,C-LH-201,SE,C-LH-201,DAA,C-LH-201,X
TUE,CSSE-2,---,X,C-LH-301,SE,C-LH-301,DAA,---,X,---,X,---,X
WED,CSSE-2,C-LH-203,CN,C-LH-203,IEC,C-LH-203,X,---,X,---,X,---,X
THU,CSSE-2,C-LH-205,SE,C-LH-205,DAA,C-LH-205,IEC,C-WL-102,CN,C-WL-102,DAA(L),C-WL-102,DAA(L)
FRI,CSSE-2,C-LH-301,SE,C-WL-301,CN(L),C-WL-301,CN(L),---,X,---,X,---,X
SAT,CSSE-2,---,X,---,X,---,X,---,X,---,X,---,X